Title,Imdb,Letterboxd,Rateyourmusic,,,,,,,
Little Fockers (2010),5.5,2.35,1.86,,,,,,,
Megamind (2010),7.3,3.65,3.18,,,,,,,
Hotel Transylvania (2012),7,3.21,2.67,,,,,,,
Talladega Nights: The Ballad of Ricky Bobby (2006),6.6,3.29,2.82,,,,,,,
Gran Torino (2008),8.1,3.72,3.56,,,,,,,
Lethal Weapon 2 (1989),7.2,3.53,3.18,,,,,,,
War for the Planet of the Apes (2017),7.4,3.68,3.24,,,,,,,
X-Men: First Class (2011),7.7,3.55,3.19,,,,,,,
Paul Blart: Mall Cop (2009),5.2,2.3,1.8,,,,,,,
True Lies (1994),7.3,3.53,3.05,,,,,,,
Lilo & Stitch (2002),7.3,3.94,3.21,,,,,,,
The Santa Clause (1994),6.5,3.13,2.42,,,,,,,
The Meg (2018),5.6,2.41,2.09,,,,,,,
American Pie 2 (2001),6.4,2.86,2.28,,,,,,,
Taken (2008),7.8,3.41,2.96,,,,,,,
The Great Gatsby (2013),7.2,3.38,2.61,,,,,,,
"I, Robot (2004)",7.1,3.07,2.55,,,,,,,
Lethal Weapon 3 (1992),6.7,3.14,2.83,,,,,,,
The Fast and the Furious (2001),6.8,3.26,2.33,,,,,,,
Mamma Mia! (2008),6.5,3.75,2.13,,,,,,,
Doctor Dolittle (1998),5.4,2.49,2.58,,,,,,,
PokÃ©mon Detective Pikachu (2019),6.5,3.09,2.73,,,,,,,
Rio (2011),6.9,3.21,2.6,,,,,,,
Kung Fu Panda 3 (2016),7.1,3.23,2.81,,,,,,,
Juno (2007),7.5,3.74,3.09,,,,,,,
Marley & Me (2008),7,3.27,2.52,,,,,,,
The Smurfs (2011),5.4,2.25,1.55,,,,,,,
Once Upon a Time... In Hollywood (2019),7.6,3.77,3.63,,,,,,,
xXx (2002),5.8,2.49,1.85,,,,,,,
The Chronicles of Narnia: Prince Caspian (2008),6.5,3.02,2.46,,,,,,,
Pocahontas (1995),6.7,3.2,2.53,,,,,,,
A Few Good Men (1992),7.7,3.87,3.17,,,,,,,
Slumdog Millionaire (2008),8,3.79,3.09,,,,,,,
Rush Hour (1998),7,3.45,2.87,,,,,,,
The Blair Witch Project (1999),6.5,3.33,3.19,,,,,,,
Deep Impact (1998),6.2,2.84,2.29,,,,,,,
Shazam! (2019),7,3.26,3.01,,,,,,,
Ocean's Eight (2018),6.3,3.34,2.53,,,,,,,
Rush Hour 3 (2007),6.2,2.83,2.17,,,,,,,
Stuart Little (1999),6,2.78,1.99,,,,,,,
Taken 2 (2012),6.2,2.56,2.26,,,,,,,
Sister Act (1992),6.5,3.38,2.41,,,,,,,
The Matrix Revolutions (2003),6.7,3.03,2.42,,,,,,,
The Santa Clause 2 (2002),5.7,2.67,1.84,,,,,,,
The King's Speech (2010),8,3.72,3.34,,,,,,,
Cheaper by the Dozen (2003),5.9,2.93,1.72,,,,,,,
Bad Boys II (2003),6.6,3.11,2.3,,,,,,,
Platoon (1986),8.1,3.86,3.64,,,,,,,
21 Jump Street (2012),7.2,3.56,3.15,,,,,,,
Good Will Hunting (1997),8.3,4.23,3.56,,,,,,,
Split (2016),7.3,3.52,3.04,,,,,,,
A Christmas Carol (2009),6.8,3.08,2.72,,,,,,,
Dinosaur (2000),6.4,2.82,2.19,,,,,,,
Ready Player One (2018),7.4,3.23,2.59,,,,,,,
The Conjuring (2013),7.5,3.61,3.02,,,,,,,
Click (2006),6.4,2.78,2.32,,,,,,,
The Green Mile (1999),8.6,4.14,3.55,,,,,,,
Ransom (1996),6.7,3.15,2.72,,,,,,,
Godzilla (1998),5.4,2.15,1.73,,,,,,,
Argo (2012),7.7,3.64,3.15,,,,,,,
Anger Management (2003),6.2,2.74,2.29,,,,,,,
Chicken Little (2005),5.7,2.71,1.83,,,,,,,
Teenage Mutant Ninja Turtles (1990),6.7,3.33,2.93,,,,,,,
Patch Adams (1998),6.8,3.27,2.33,,,,,,,
The Godfather (1972),9.2,4.54,4.35,,,,,,,
Ride Along (2014),6.1,2.64,2.16,,,,,,,
The Incredible Hulk (2008),6.6,2.5,2.35,,,,,,,
Live Free or Die Hard (2007),7.1,2.88,2.68,,,,,,,
Wanted (2008),6.7,2.95,2.37,,,,,,,
Identity Thief (2013),5.7,2.44,2.07,,,,,,,
Superman (1978),7.4,3.63,3.13,,,,,,,
The Rock (1996),7.4,3.49,2.96,,,,,,,
Mission: Impossible III (2006),,,,,,,,,,
Grown Ups 2 (2013),,,,,,,,,,
Troy (2004),,,,,,,,,,
Angels & Demons (2009),,,,,,,,,,
Alvin and the Chipmunks: Chipwrecked (2011),,,,,,,,,,
Bringing Down the House (2003),,,,,,,,,,
The Wolverine (2013),,,,,,,,,,
Wonder (2017),,,,,,,,,,
The Departed (2006),,,,,,,,,,
Hulk (2003),,,,,,,,,,
Silver Linings Playbook (2012),,,,,,,,,,
Minority Report (2002),,,,,,,,,,
Fantastic 4: Rise of the Silver Surfer (2007),,,,,,,,,,
The Last Airbender (2010),,,,,,,,,,
Rio 2 (2014),,,,,,,,,,
Lara Croft: Tomb Raider (2001),,,,,,,,,,
The Silence of the Lambs (1991),,,,,,,,,,
The Flintstones (1994),,,,,,,,,,
Lethal Weapon 4 (1998),,,,,,,,,,
Get Smart (2008),,,,,,,,,,
The Divergent Series: Insurgent (2015),,,,,,,,,,
The Peanuts Movie (2015),,,,,,,,,,
Transformers: The Last Knight (2017),,,1.56,,,,,,,
American Gangster (2007),,,,,,,,,,
American Beauty (1999),,,,,,,,,,
The Ring (2002),,,,,,,,,,
The Nutty Professor (1996),,,,,,,,,,
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),,,,,,,,,,
Ghostbusters (2016),,,,,,,,,,
Kingsman: The Secret Service (2014),,,,,,,,,,
Robots (2005),,,,,,,,,,
"Crouching Tiger, Hidden Dragon (2000)",,,,,,,,,,
Shutter Island (2010),,,,,,,,,,
Into the Woods (2014),,,,,,,,,,
Rocky IV (1985),,,,,,,,,,
Enchanted (2007),,,,,,,,,,
The Curious Case of Benjamin Button (2008),,,,,,,,,,
Central Intelligence (2016),,,,,,,,,,
Anchorman 2: The Legend Continues (2013),,,,,,,,,,
Sweet Home Alabama (2002),,,,,,,,,,
Bumblebee (2018),,,,,,,,,,
Dumb and Dumber (1994),,,,,,,,,,
2 Fast 2 Furious (2003),,,1.97,,,,,,,
My Best Friend's Wedding (1997),,,,,,,,,,
Super 8 (2011),,,,,,,,,,
The World Is Not Enough (1999),,,,,,,,,,
Sleepless in Seattle (1993),,,,,,,,,,
Lucy (2014),,,,,,,,,,
The Legend of Tarzan (2016),,,,,,,,,,
Bee Movie (2007),,,,,,,,,,
Prometheus (2012),,,,,,,,,,
Safe House (2012),,,,,,,,,,
Mr. Deeds (2002),,,,,,,,,,
The Truman Show (1998),,,,,,,,,,
Erin Brockovich (2000),,,,,,,,,,
Ocean's Twelve (2004),,,,,,,,,,
Terminator Salvation (2009),,,,,,,,,,
Charlie's Angels (2000),,,,,,,,,,
Tomorrow Never Dies (1997),,,,,,,,,,
Ghostbusters: Afterlife (2021),,,,,,,,,,
Lone Survivor (2013),,,,,,,,,,
Sully (2016),,,,,,,,,,
The Vow (2012),,,,,,,,,,
Life of Pi (2012),,,,,,,,,,
The Fault in Our Stars (2014),,,,,,,,,,
Cloudy with a Chance of Meatballs (2009),,,,,,,,,,
The Devil Wears Prada (2006),,,,,,,,,,
Something's Gotta Give (2003),,,,,,,,,,
Traffic (2000),,,,,,,,,,
The Birdcage (1996),,,,,,,,,,
City Slickers (1991),,,,,,,,,,
Rango (2011),,,,,,,,,,
Nutty Professor II: The Klumps (2000),,,,,,,,,,
The Good Dinosaur (2015),,,,,,,,,,
G.I. Joe: Retaliation (2013),,,,,,,,,,
Clear and Present Danger (1994),,,,,,,,,,
The Hunt for Red October (1990),,,,,,,,,,
The Bodyguard (1992),,,,,,,,,,
Wayne's World (1992),,,,,,,,,,
The Bourne Identity (2002),,,,,,,,,,
Free Guy (2021),,,,,,,,,,
Superbad (2007),,,,,,,,,,
Speed (1994),,,,,,,,,,
50 First Dates (2004),,,,,,,,,,
Mamma Mia! Here We Go Again (2018),,,,,,,,,,
Inglourious Basterds (2009),,,,,,,,,,
Seabiscuit (2003),,,,,,,,,,
Van Helsing (2004),,,,,,,,,,
Four Christmases (2008),,,,,,,,,,
I Now Pronounce You Chuck & Larry (2007),,,,,,,,,,
The Mask (1994),,,,,,,,,,
Cloudy with a Chance of Meatballs 2 (2013),,,,,,,,,,
Hook (1991),,,,,,,,,,
Walk the Line (2005),,,,,,,,,,
G-Force (2009),,,,,,,,,,
Total Recall (1990),,,,,,,,,,
The Other Guys (2010),,,,,,,,,,
Fahrenheit 9/11 (2004),,,,,,,,,,
Back to the Future Part II (1989),,,,,,,,,,
The Sum of All Fears (2002),,,,,,,,,,
Hairspray (2007),,,,,,,,,,
The Break-Up (2006),,,,,,,,,,
A Series of Unfortunate Events (2004),,,,,,,,,,
Blades of Glory (2007),,,,,,,,,,
Salt (2010),,,,,,,,,,
Basic Instinct (1992),,,,,,,,,,
Now You See Me (2013),,,,,,,,,,
Ford v Ferrari (2019),,,,,,,,,,
Big Momma's House (2000),,,,,,,,,,
Die Hard 2 (1990),,,,,,,,,,
Horrible Bosses (2011),,,,,,,,,,
The Nun (2018),,,,,,,,,,
Jackass 3D (2010),,,,,,,,,,
Ocean's Thirteen (2007),,,,,,,,,,
Jungle Cruise (2021),,,,,,,,,,
S.W.A.T. (2003),,,,,,,,,,
The Wolf of Wall Street (2013),,,,,,,,,,
8 Mile (2002),,,,,,,,,,
Double Jeopardy (1999),,,,,,,,,,
Lee Daniels' The Butler (2013),,,,,,,,,,
Green Lantern (2011),,,,,,,,,,
Notting Hill (1999),,,,,,,,,,
You've Got Mail (1998),,,,,,,,,,
Ghost Rider (2007),,,,,,,,,,
Remember the Titans (2000),,,,,,,,,,
Creed II (2018),,,,,,,,,,
District 9 (2009),,,,,,,,,,
Unbroken (2014),,,,,,,,,,
Peter Rabbit (2018),,,,,,,,,,
Girls Trip (2017),,,,,,,,,,
Dumbo (2019),,,,,,,,,,
Fifty Shades Darker (2017),,,,,,,,,,
Dodgeball: A True Underdog Story (2004),,,,,,,,,,
The Village (2004),,,,,,,,,,
Bolt (2008),,,,,,,,,,
Maleficent: Mistress of Evil (2019),,,,,,,,,,
Wild Wild West (1999),,,,,,,,,,
Night at the Museum: Secret of the Tomb (2014),,,,,,,,,,
Magic Mike (2012),,,,,,,,,,
The Addams Family (1991),,,,,,,,,,
The Patriot (2000),,,,,,,,,,
Bad Moms (2016),,,,,,,,,,
The Bourne Legacy (2012),,,,,,,,,,
The Pacifier (2005),,,,,,,,,,
Dr. Dolittle 2 (2001),,,,,,,,,,
It's Complicated (2009),,,,,,,,,,
Spy Kids (2001),,,,,,,,,,
Face/Off (1997),,,,,,,,,,
The Hangover Part III (2013),,,,,,,,,,
Twins (1988),,,,,,,,,,
Spy Kids 3-D: Game Over (2003),,,,,,,,,,
Enemy of the State (1998),,,,,,,,,,
Mr. Peabody & Sherman (2014),,,,,,,,,,
The Last Samurai (2003),,,,,,,,,,
Glass (2019),,,,,,,,,,
Spy (2015),,,,,,,,,,
Sing 2 (2021),,,,,,,,,,
Tropic Thunder (2008),,,,,,,,,,
Godzilla: King of the Monsters (2019),,,,,,,,,,
Valentine's Day (2010),,,,,,,,,,
The Grudge (2004),,,,,,,,,,
Fun with Dick and Jane (2005),,,,,,,,,,
Freaky Friday (2003),,,,,,,,,,
Trainwreck (2015),,,,,,,,,,
Bedtime Stories (2008),,,,,,,,,,
Scary Movie 3 (2003),,,,,,,,,,
Creed (2015),,,,,,,,,,
Star Trek IV: The Voyage Home (1986),,,,,,,,,,
The 40-Year-Old Virgin (2005),,,,,,,,,,
Couples Retreat (2009),,,,,,,,,,
A Time to Kill (1996),,,,,,,,,,
Black Hawk Down (2001),,,,,,,,,,
Terms of Endearment (1983),,,,,,,,,,
Ace Ventura: When Nature Calls (1995),,,,,,,,,,
The Upside (2017),,,,,,,,,,
The Princess Diaries (2001),,,,,,,,,,
Superman II (1980),,,,,,,,,,
Little Women (2019),,,,,,,,,,
Hop (2011),,,,,,,,,,
Pulp Fiction (1994),,,,,,,,,,
Paranormal Activity (2007),,,,,,,,,,
Baby Driver (2017),,,,,,,,,,
A League of Their Own (1992),,,,,,,,,,
Epic (2013),,,,,,,,,,
Watchmen (2009),,,,,,,,,,
The Angry Birds Movie (2016),,,,,,,,,,
Batman & Robin (1997),,,1.52,,,,,,,
Dune (2021),,,,,,,,,,
Captain Phillips (2013),,,,,,,,,,
Black Swan (2010),,,,,,,,,,
Analyze This (1999),,,,,,,,,,
Chicken Run (2000),,,,,,,,,,
Miss Congeniality (2000),,,,,,,,,,
Indecent Proposal (1993),,,,,,,,,,
300: Rise of an Empire (2014),,,,,,,,,,
GoldenEye (1995),,,,,,,,,,
The Italian Job (2003),,,,,,,,,,
How to Lose a Guy in 10 Days (2003),,,,,,,,,,
The Lego Movie 2: The Second Part (2019),,,,,,,,,,
The First Wives Club (1996),,,,,,,,,,
Robin Hood (2010),,,,,,,,,,
Interview with the Vampire: The Vampire Chronicles (1994),,,,,,,,,,
George of the Jungle (1997),,,,,,,,,,
Hustlers (2019),,,,,,,,,,
Pitch Perfect 3 (2017),,,,,,,,,,
Phenomenon (1996),,,,,,,,,,
American Wedding (2003),,,,,,,,,,
Road to Perdition (2002),,,,,,,,,,
The Princess and the Frog (2009),,,,,,,,,,
The Chronicles of Narnia: The Voyage of the Dawn Treader (2010),,,,,,,,,,
Daddy Day Care (2003),,,,,,,,,,
Daddy's Home 2 (2017),,,,,,,,,,
Paranormal Activity 3 (2011),,,,,,,,,,
Journey 2: The Mysterious Island (2012),,,,,,,,,,
The Mule (2018),,,,,,,,,,
Dick Tracy (1990),,,,,,,,,,
Rise of the Guardians (2012),,,,,,,,,,
Dreamgirls (2006),,,,,,,,,,
Independence Day: Resurgence (2016),,,,,,,,,,
The Expendables (2010),,,,,,,,,,
Scream (1996),,,,,,,,,,
Just Go with It (2011),,,,,,,,,,
Murder on the Orient Express (2017),,,,,,,,,,
The General's Daughter (1999),,,,,,,,,,
The Aviator (2004),,,,,,,,,,
American Pie (1999),,,,,,,,,,
Daredevil (2003),,,,,,,,,,
The Girl with the Dragon Tattoo (2011),,,,,,,,,,
The Mummy: Tomb of the Dragon Emperor (2008),,,,,,,,,,
The Conjuring 2 (2016),,,,,,,,,,
The Maze Runner (2014),,,,,,,,,,
In the Line of Fire (1993),,,,,,,,,,
Annabelle: Creation (2017),,,,,,,,,,
The Equalizer 2 (2018),,,,,,,,,,
Bad Grandpa (2013),,,,,,,,,,
Pacific Rim (2013),,,,,,,,,,
Journey to the Center of the Earth (2008),,,,,,,,,,
Gone in 60 Seconds (2000),,,,,,,,,,
Maverick (1994),,,,,,,,,,
Sleeping with the Enemy (1991),,,,,,,,,,
The Equalizer (2014),,,,,,,,,,
This Is the End (2013),,,,,,,,,,
Eagle Eye (2008),,,,,,,,,,
The Prince of Egypt (1998),,,,,,,,,,
Scream 2 (1997),,,,,,,,,,
Eraser (1996),,,,,,,,,,
Noah (2014),,,,,,,,,,
Unforgiven (1992),,,,,,,,,,
The Cat in the Hat (2003),,,,,,,,,,
Con Air (1997),,,,,,,,,,
Sleepy Hollow (1999),,,,,,,,,,
Rampage (2018),,,,,,,,,,
Collateral (2004),,,,,,,,,,
Contact (1997),,,,,,,,,,
Charlie's Angels: Full Throttle (2003),,,,,,,,,,
The Pelican Brief (1993),,,,,,,,,,
The Addams Family (2019),,,,,,,,,,
Vanilla Sky (2001),,,,,,,,,,
Godzilla vs. Kong (2021),,,,,,,,,,
Arrival (2016),,,,,,,,,,
Due Date (2010),,,,,,,,,,
Jumanji (1995),,,,,,,,,,
The Rugrats Movie (1998),,,,,,,,,,
Million Dollar Baby (2004),,,,,,,,,,
A Wrinkle in Time (2018),,,,,,,,,,
Step Brothers (2008),,,,,,,,,,
Evan Almighty (2007),,,,,,,,,,
Fifty Shades Freed (2018),,,,,,,,,,
Casper (1995),,,,,,,,,,
Shakespeare in Love (1998),,,,,,,,,,
Bad Teacher (2011),,,,,,,,,,
Yogi Bear (2010),,,,,,,,,,
Cowboys & Aliens (2011),,,,,,,,,,
Kingsman: The Golden Circle (2017),,,,,,,,,,
Edge of Tomorrow (2014),,,,,,,,,,
The Hunchback of Notre Dame (1996),,,,,,,,,,
Se7en (1995),,,,,,,,,,
You Don't Mess with the Zohan (2008),,,,,,,,,,
Passengers (2016),,,,,,,,,,
Die Hard with a Vengeance (1995),,,,,,,,,,
Christopher Robin (2018),,,,,,,,,,
Hercules (1997),,,,,,,,,,
Olympus Has Fallen (2013),,,,,,,,,,
The Green Hornet (2011),,,,,,,,,,
Date Night (2010),,,,,,,,,,
Meet the Robinsons (2007),,,,,,,,,,
Yes Man (2008),,,,,,,,,,
Sausage Party (2016),,,,,,,,,,
Inspector Gadget (1999),,,,,,,,,,
Public Enemies (2009),,,,,,,,,,
The Social Network (2010),,,,,,,,,,
Schindler's List (1993),,,,,,,,,,
Downton Abbey (2019),,,,,,,,,,
The Others (2001),,,,,,,,,,
Legally Blonde (2001),,,,,,,,,,
Panic Room (2002),,,,,,,,,,
Rocketman (2019),,,,,,,,,,
Zero Dark Thirty (2012),,,,,,,,,,
Norbit (2007),,,,,,,,,,
Cold Mountain (2003),,,,,,,,,,
Sex and the City 2 (2010),,,,,,,,,,
Michael (1996),,,,,,,,,,
The Princess Diaries 2: Royal Engagement (2004),,,,,,,,,,
42 (2013),,,,,,,,,,
Unbreakable (2000),,,,,,,,,,
The Book of Eli (2010),,,,,,,,,,
"10,000 BC (2008)",,,,,,,,,,
Beverly Hills Chihuahua (2008),,,,,,,,,,
Saturday Night Fever (1977),,,,,,,,,,
Julie & Julia (2009),,,,,,,,,,
The Mask of Zorro (1998),,,,,,,,,,
Maid in Manhattan (2002),,,,,,,,,,
He's Just Not That Into You (2009),,,,,,,,,,
Master and Commander: The Far Side of the World (2003),,,,,,,,,,
Flight (2012),,,,,,,,,,
The Fighter (2010),,,,,,,,,,
America's Sweethearts (2001),,,,,,,,,,
Lady and the Tramp (1955),,,,,,,,,,
The Bucket List (2007),,,,,,,,,,
Tomorrowland (2015),,,,,,,,,,
The Magnificent Seven (2016),,,,,,,,,,
Cats & Dogs (2001),,,,,,,,,,
Two Weeks Notice (2002),,,,,,,,,,
Red Dragon (2002),,,,,,,,,,
Elysium (2013),,,,,,,,,,
Flubber (1997),,,,,,,,,,
Encanto (2021),,,,,,,,,,
The Town (2010),,,,,,,,,,
Non-Stop (2014),,,,,,,,,,
The Client (1994),,,,,,,,,,
Blade Runner 2049 (2017),,,,,,,,,,
John Wick: Chapter 2 (2017),,,,,,,,,,
Star Trek: First Contact (1996),,,,,,,,,,
Halloween Kills (2021),,,,,,,,,,
Think Like a Man (2012),,,,,,,,,,
Kindergarten Cop (1990),,,,,,,,,,
Heaven Is for Real (2014),,,,,,,,,,
The Haunting (1999),,,,,,,,,,
Crimson Tide (1995),,,,,,,,,,
Ride Along 2 (2016),,,,,,,,,,
Stepmom (1998),,,,,,,,,,
The Imitation Game (2014),,,,,,,,,,
Save the Last Dance (2001),,,,,,,,,,
The Scorpion King (2002),,,,,,,,,,
Prince of Persia: The Sands of Time (2010),,,,,,,,,,
Antz (1998),,,,,,,,,,
Scary Movie 4 (2006),,,,,,,,,,
The Game Plan (2007),,,,,,,,,,
"Me, Myself & Irene (2000)",,,,,,,,,,
High School Musical 3: Senior Year (2008),,,,,,,,,,
Madea Goes to Jail (2009),,,,,,,,,,
Space Cowboys (2000),,,,,,,,,,
Space Jam (1996),,,,,,,,,,
Get Hard (2015),,,,,,,,,,
RED (2010),,,,,,,,,,
Planes (2013),,,,,,,,,,
"Legally Blonde 2: Red, White & Blonde (2003)",,,,,,,,,,
Mystic River (2003),,,,,,,,,,
Terminator Genisys (2015),,,,,,,,,,
Flightplan (2005),,,,,,,,,,
The Emperor's New Groove (2000),,,,,,,,,,
The Lone Ranger (2013),,,,,,,,,,
Taken 3 (2014),,,,,,,,,,
Don't Breathe (2016),,,,,,,,,,
Scream 3 (2000),,,,,,,,,,
Oblivion (2013),,,,,,,,,,
The Ugly Truth (2009),,,,,,,,,,
Percy Jackson & the Olympians: The Lightning Thief (2010),,,,,,,,,,
Failure to Launch (2006),,,,,,,,,,
The Muppets (2011),,,,,,,,,,
Inside Man (2006),,,,,,,,,,
Back to the Future Part III (1990),,,,,,,,,,
Waterworld (1995),,,,,,,,,,
Starsky & Hutch (2004),,,,,,,,,,
Along Came Polly (2004),,,,,,,,,,
The Hand that Rocks the Cradle (1992),,,,,,,,,,
Entrapment (1999),,,,,,,,,,
Peter Pan (1953),,,,,,,,,,
Pineapple Express (2008),,,,,,,,,,
Miss Peregrine's Home for Peculiar Children (2016),,,,,,,,,,
Sisters (2015),,,,,,,,,,
Saw II (2005),,,,,,,,,,
The Naked Gun 2Â½: The Smell of Fear (1991),,,,,,,,,,
The Campaign (2012),,,,,,,,,,
The Accountant (2016),,,,,,,,,,
Dumb and Dumber To (2014),,,,,,,,,,
Cruella (2021),,,,,,,,,,
The Emoji Movie (2017),,,,,,,,,,
Mean Girls (2004),,,,,,,,,,
Annie (2014),,,,,,,,,,
Alvin and the Chipmunks: The Road Chip (2015),,,,,,,,,,
Spy Kids 2: Island of Lost Dreams (2002),,,,,,,,,,
Alita: Battle Angel (2019),,,,,,,,,,
Fury (2014),,,,,,,,,,
PokÃ©mon: The First Movie - Mewtwo Strikes Back (1998),,,,,,,,,,
Real Steel (2011),,,,,,,,,,
The SpongeBob SquarePants Movie (2004),,,,,,,,,,
Power Rangers (2017),,,,,,,,,,
Stripes (1981),,,,,,,,,,
Anchorman: The Legend of Ron Burgundy (2004),,,,,,,,,,
Aliens (1986),,,,,,,,,,
Open Season (2006),,,,,,,,,,
Green Book (2018),,,,,,,,,,
The Expendables 2 (2012),,,,,,,,,,
Dangerous Minds (1995),,,,,,,,,,
Paranormal Activity 2 (2010),,,,,,,,,,
Tammy (2014),,,,,,,,,,
The Santa Clause 3: The Escape Clause (2006),,,,,,,,,,
Ferdinand (2017),,,,,,,,,,
"Crazy, Stupid, Love. (2011)",,,,,,,,,,
Annabelle (2014),,,,,,,,,,
Scooby-Doo 2: Monsters Unleashed (2004),,,,,,,,,,
Birds of Prey (2020),,,,,,,,,,
Atlantis: The Lost Empire (2001),,,,,,,,,,
Cliffhanger (1993),,,,,,,,,,
The Other Woman (2014),,,,,,,,,,
The X Files (1998),,,,,,,,,,
Penguins of Madagascar (2014),,,,,,,,,,
Die Hard (1988),,,,,,,,,,
Up in the Air (2009),,,,,,,,,,
Wrath of the Titans (2012),,,,,,,,,,
Insidious: Chapter 2 (2013),,,,,,,,,,
Under Siege (1992),,,,,,,,,,
Battle Los Angeles (2011),,,,,,,,,,
Immortals (2011),,,,,,,,,,
I Can Only Imagine (2018),,,,,,,,,,
Apocalypse Now (1979),,,,,,,,,,
Patriot Games (1992),,,,,,,,,,
Saving Mr. Banks (2013),,,,,,,,,,
Smallfoot (2018),,,,,,,,,,
Good Boys (2019),,,,,,,,,,
Valkyrie (2008),,,,,,,,,,
Brokeback Mountain (2005),,,,,,,,,,
Turbo (2013),,,,,,,,,,
Disclosure (1994),,,,,,,,,,
Charlotte's Web (2006),,,,,,,,,,
Monster-in-Law (2005),,,,,,,,,,
Are We There Yet? (2005),,,,,,,,,,
Freddy vs. Jason (2003),,,,,,,,,,
Star Trek: The Motion Picture (1979),,,,,,,,,,
The Descendants (2011),,,,,,,,,,
Cheaper by the Dozen 2 (2005),,,,,,,,,,
Mr. Holland's Opus (1995),,,,,,,,,,
Bram Stoker's Dracula (1992),,,,,,,,,,
Let's Be Cops (2014),,,,,,,,,,
Blade II (2002),,,,,,,,,,
Beowulf (2007),,,,,,,,,,
Bridge to Terabithia (2007),,,,,,,,,,
The Pink Panther (2006),,,,,,,,,,
Teenage Mutant Ninja Turtles: Out of the Shadows (2016),,,,,,,,,,
The Post (2017),,,,,,,,,,
Alien (1979),,,,,,,,,,
Maze Runner: The Scorch Trials (2015),,,,,,,,,,
Eight Below (2006),,,,,,,,,,
MASH (1970),,,,,,,,,,
Unstoppable (2010),,,,,,,,,,
Payback (1999),,,,,,,,,,
Ted 2 (2015),,,,,,,,,,
The Talented Mr. Ripley (1999),,,,,,,,,,
School of Rock (2003),,,,,,,,,,
Snow Dogs (2002),,,,,,,,,,
21 (2008),,,,,,,,,,
While You Were Sleeping (1995),,,,,,,,,,
Congo (1995),,,,,,,,,,
The Notebook (2004),,,,,,,,,,
Jimmy Neutron: Boy Genius (2001),,,,,,,,,,
Eat Pray Love (2010),,,,,,,,,,
The Texas Chainsaw Massacre (2003),,,,,,,,,,
Zookeeper (2011),,,,,,,,,,
